,idx,msg_txt,annotation
2204,2406,"  Ukraine will receive €335 million in aid from the European Commission.    The funds will be used to rebuild infrastructure, help businesses, take anti-corruption measures, protect the environment, and digitalize.    https//t.me/operativnoZSU ",0
2205,2407,  🔴 Kherson region - air raid alert! ,1
2206,2408,"  In Kyiv, 40% of consumers are without heating due to a missile attack. Water supply is operating normally.    @babel ",0
2207,2409,"  Russian National Guard to receive heavy weapons, including tanks  Presumably, this decision is due to the fact that Russian security forces have nothing to defend themselves against the heavy armored vehicles of potential rebels  #Russia @milinua ",0
2208,2410,"  🛥Today there are three enemy ships on combat duty in the Black Sea  In the Sea of Azov, the enemy keeps 2 ships on combat duty; in the Mediterranean Sea - 9, including 5 carriers of cruise missiles ""Caliber"", the total volley - 76 missiles.    💀 Third force 💀 ",0
2210,2414,"  In the morning, Russia fired on Dnipropetrovs'k region  The JFO reported that the occupiers attacked the Marhanets community, then Nikopol.    ""There are victims in the town. Men aged 50 and 55 were wounded. They were hospitalized in moderate condition,"" the statement said. ",1
2211,2415,"  Russia continues to export looted grain from Ukraine  In the city of Berdiansk, Zaporizhzhia region, from the seaport waters, enemy tugs were spotted transporting a Russian self-propelled barge loaded with wheat, the General Staff of the Armed Forces of Ukraine. ",0
2212,2416,"  THE ""PUNISHER"" SWARM IS READY TO HUNT  Together with the development engineers of the PUNISHER, the operators of the Viy unit worked out all possible emergency situations that may arise during operation and direct use in combat.      German colleagues who contribute to the development of such systems arrived at one of the training grounds to inform the grantors about the establishment of large-scale Ukrainian production of unmanned aerial vehicles.     Thanks to the support of the allies, the Viy Combined Arms Strike Force received another batch of PUNISHERs, which will allow it to create strike swarms in the northern operational area.    🇺🇦 Ukraine Now ",0
2213,2417,"  Hamas attacked the Abu Hosh Mosque in Jerusalem, which was built with Kadyrov's money in honor of his father. ",0
2214,2419,  Adviser to the President of Ukraine Commissioner for Children's Rights and Child Rehabilitation Daria Gerasymchuk held a series of international working meetings on the protection of the rights of Ukrainian children violated by the aggressor country. ,0
2215,2420,"  She glorified the ""bright past"" of the USSR and claimed that there would be no Ukraine - residents of Chervonohrad district were notified of suspicion  The suspect was traveling in a suburban bus, where she started a conflict with the driver and other passengers. She claimed that ""Ukraine will disappear and there will be no Ukraine"" and insulted its people with foul language. In addition, the woman glorified the ""bright past of the USSR,"" noting that Moscow should be thanked for it.     The issue of choosing a preventive measure against the suspect is currently being decided.    🇺🇦 Lviv 24/7 ",0
2216,2421,  That's interesting.  @antiitforce ,0
2217,2422,"  First Lady of Ukraine Olena Zelenska took part in the National Forum ""A Family for Every Child"" online, which was held on the occasion of the International Children's Day. Foster families and family-type children's homes from all over Ukraine, representatives of the Office of the Ukrainian Parliament Commissioner for Human Rights, the Ministry of Social Policy, the Ministry of Health, the Ministry of Education and Science, and the United Nations Children's Fund (UNICEF) joined the event via video link. ",0
2218,2423,  Power engineers returned electricity to two villages of Zolochivska hromada Duvanka and Tsilyuryky were cut off since the beginning of full-scale war ,0
2219,2424,"  Underwater Special Forces, DRG in the port of Odesa | YOU IN THE AFU, Series 1  https//t.me/operativnoZSU ",0
2220,2426,  Good night to good people!🇺🇦💪 ,0
2222,2427,  A meeting between President of Ukraine Volodymyr Zelenskyy and Prime Minister of Canada Justin Trudeau has begun in Ottawa. The leaders will hold talks face-to-face and in an expanded format. ,0
2223,2428,  President of Ukraine Volodymyr Zelenskyy met with Danish Defense Minister Troels Lund Poulsen.     https//t.me/operativnoZSU ,0
2224,2412,  Evacuation of wounded Ukrainian soldiers near Soledar under heavy enemy fire  @antiitforce ,1
2238,2430,  Artillerymen of the 8th Brigade demonstrated a sniper hit directly into the orcs' trench  https//t.me/operativnoZSU ,0
2239,2431,"  The Netherlands is ready to pay for the transfer of Leopard tanks to Ukraine as part of a coalition agreement with its allies. This was stated by the Minister of Defense of the Netherlands, Keesa Ollongren.     She recalled that the country had previously paid for the shipment of Soviet modernized T-72 tanks from the Czech Republic, and the same approach could be applied to Leopard.    @babel ",0
2240,2432,"  #работаетГУР  ☠️ When will you Russians realize that we do not need your ""Russian world""? How many more thousands of people are you willing to lose for the sake of what is not clear?  GUR in other social networks    🔹Facebook 🔹YouTube 🔹Viber 🔹Instagram 🔹Twitter 🔹TikTok ",0
2241,2433,"  Residents of the Kyiv region!    The threat of an enemy air attack has increased. Air defense forces are already working.    Do not ignore the air raid alert signal - stay in shelters until the alarm goes off.     Also, remember to prohibit photo and video recording of our defenders' work.    Take care of your own safety and that of your loved ones.    https//t.me/operativnoZSU ",1
2613,477,"  Also today, the capital said goodbye to two pilot heroes.  Two Kyiv residents who died for Ukraine - 22-year-old Ihor Solomennikov and 55-year-old Viktor Volynets  Our defenders flew many combat missions as part of the same crew. Ihor was a navigator. Viktor was a pilot. They were killed in Donbas while performing a combat mission. The crew was hit by an enemy fighter.     Eternal memory and glory to the Heroes!    send the news to @novosti_kieva_bot 👉SUBSCRIBE ",0
2702,567,"  The beginning of the September counteroffensive of the Ukrainian Armed Forces in Kharkiv region did not cause concern among the Russian command during the first hours of the offensive, it was not perceived as a large-scale operation, the General Staff of the Armed Forces reported. ",0
2749,11,"  To protect the south, Ukrainian air defense needs modern systems - Patriot, NASAMS, IRIS-T - expert  Negotiations on the supply of such systems to air defense units are already underway, but Ukrainian anti-aircraft gunners will be able to counter Russian bombing only at the end of summer.    He added that the Russians have now changed their shelling tactics, and the air defense system has to work to the limit of its capabilities. In addition, not all missiles can be shot down with the available means.    💬""The first to fly are the Shahids. Calibers are launched from the sea along with them. At the same time, X-59 and X-22 can be launched from the air. And also Onyx from the Crimea. These missiles are very difficult to shoot down. However, there is an example of Kyiv. For about 10 days they shelled the capital with almost everything they had. But then they realized that they were only wasting their missiles because modern air defense systems were shooting down almost everything,"" the expert said.    Send news to @our_odessabot 👉 SUBSCRIBE ",0
2750,20,"  ⚡ Ukraine is ready to deepen cooperation with partners in the field of cyber defense - expert of the State Special Communications Service of Ukraine at the conference within the Crimean Platform  Countering hostile military cyber operations requires high-quality interaction and significant intellectual resources that need to be multiplied. Ukraine has gained unique practical experience over the nine years of war and is ready to build closer cooperation with colleagues from the Black Sea region, in particular through participation in joint research R&amp;D and training projects.    This was discussed during an expert discussion at the Black Sea Security Conference of the International Crimean Platform in Bucharest, Romania.    💬 ""We have to deepen our cooperation. I mean not only the exchange of information about events and certain knowledge, but also joint work, participation in joint research R&amp;D and educational projects. Together, we can achieve better results,"" emphasized Nazar Tymoshyk, a member of the Governmental Computer Emergency Response Team CERT-UA.    According to him, enemy cyber and information intelligence operations will continue even after Ukraine's victory, as they are much cheaper and more effective than traditional methods of obtaining information. Therefore, the issue of protection against cyber threats and cyber resilience will not disappear from the agenda.    💬 ""During the Russian invasion, Russian hackers repeatedly tried to steal personal data of Ukrainian citizens to use it to hunt for active Ukrainians and former military personnel in the occupied territories,"" emphasized Nazar Tymoshyk.    For example, during the attacks on the Ministry of Foreign Affairs of Ukraine, Russian hackers tried to get hold of correspondence of Ukrainian diplomats, their plans, their communication agenda and preparation of counterarguments to the negotiations. ",0
